T,X,Y,Z,Rx,Ry,Rz
7877,0,103,-24,2191,77,-679
7879,0,232,-50,2071,54,-767
7881,0,-1271,-147,1722,197,-174
7883,0,257,-81,2235,163,-392
7885,0,58,-27,2132,174,-394
7887,0,103,-24,2191,77,-679
7889,0,232,-50,2071,54,-767
7891,0,-1271,-147,1722,197,-174
7893,0,257,-81,2235,163,-392
7895,0,58,-27,2132,174,-394
7897,0,103,-24,2191,77,-679
7899,0,232,-50,2071,54,-767
7901,0,-1271,-147,1722,197,-174
7903,0,257,-81,2235,163,-392
7905,0,58,-27,2132,174,-394
79
7909,0,232,-50,2071,54,-767
7911,0,-1271,-147,1722,197,-174
7913,0,257,-81,2235,163,-392
7915,0,58,-27,2132,174,-394
7917,0,103,-24,2191,77,-679
7919,0,232,-50,2071,54,-767
7921,0,-1271,-147,1722,197,-174
7923,0,257,-81,2235,163,-392
7925,0,58,-27,2132,174,-394
7927,0,103,-24,2191,77,-679
7929,0,232,-50,2071,54,-767
7931,0,-1271,-147,1722,197,-174
7933,0,257,-81,2235,163,-392
7935,0,58,-27,2132,174,-394
7937,0,103,-24,2191,77,-679
7939,0,232,-50,2071,54,-767
7941,0,-1271,-147,1722,197,-174
7943,0,257,-81,2235,163,-392
7945,0,58,-27,2132,174,-394
7947,0,103,-24,2191,77,-679
7949,0,232,-50,2071,54,-767
7951,0,-1271,-147,1722,197,-174
7953,0,257,-81,2235,163,-392
7955,0,58,-27,2132,174,-394
7957,0,103,-24,2191,77,-679
7959,0,232,-50,2071,54,-767
7961,0,-1271,-147,1722,197,-174
7963,0,257,-81,2235,163,-392
7965,0,58,-27,2132,174,-394
7967,0,103,-24,2191,77,-679
7969,0,232,-50,2071,54,-767
7971,0,-1271,-147,1722,197,-174
7973,0,257,-81,2235,163,-392
7975,0,58,-27,2132,174,-394
79
7979,0,232,-50,2071,54,-767
7981,0,-1271,-147,1722,197,-174
7983,0,257,-81,2235,163,-392
7985,0,58,-27,2132,174,-394
7987,0,103,-24,2191,77,-679
7989,0,232,-50,2071,54,-767
7991,0,-1271,-147,1722,197,-174
7993,0,257,-81,2235,163,-392
7995,0,58,-27,2132,174,-394
7997,0,103,-24,2191,77,-679
7999,0,232,-50,2071,54,-767
8001,0,-1271,-147,1722,197,-174
8003,0,257,-81,2235,163,-392
8005,0,58,-27,2132,174,-394
8007,0,103,-24,2191,77,-679
8009,0,232,-50,2071,54,-767
8011,0,-1271,-147,1722,197,-174
8013,0,257,-81,2235,163,-392
8015,0,58,-27,2132,174,-394
8017,0,103,-24,2191,77,-679
8019,0,232,-50,2071,54,-767
8021,0,-1271,-147,1722,197,-174
8023,0,257,-81,2235,163,-392
8025,0,58,-27,2132,174,-394
8027,0,103,-24,2191,77,-679
8029,0,232,-50,2071,54,-767
8031,0,-1271,-147,1722,197,-174
8033,0,257,-81,2235,163,-392
8035,0,58,-27,2132,174,-394
8037,0,103,-24,2191,77,-679
8039,0,232,-50,2071,54,-767
8041,0,-1271,-147,1722,197,-174
8043,0,257,-81,2235,163,-392
8045,0,58,-27,2132,174,-394
80
8049,0,232,-50,2071,54,-767
8051,0,-1271,-147,1722,197,-174
8053,0,257,-81,2235,163,-392
8055,0,58,-27,2132,174,-394
8057,0,103,-24,2191,77,-679
8059,0,232,-50,2071,54,-767
8061,0,-1271,-147,1722,197,-174
8063,0,257,-81,2235,163,-392
8065,0,58,-27,2132,174,-394
8067,0,103,-24,2191,77,-679
8069,0,232,-50,2071,54,-767
8071,0,-1271,-147,1722,197,-174
8073,0,257,-81,2235,163,-392
8075,0,58,-27,2132,174,-394
8077,0,103,-24,2191,77,-679
8079,0,232,-50,2071,54,-767
8081,0,-1271,-147,1722,197,-174
8083,0,257,-81,2235,163,-392
8085,0,58,-27,2132,174,-394
8087,0,103,-24,2191,77,-679
8089,0,232,-50,2071,54,-767
8091,0,-1271,-147,1722,197,-174
8093,0,257,-81,2235,163,-392
8095,0,58,-27,2132,174,-394
8097,0,103,-24,2191,77,-679
8099,0,232,-50,2071,54,-767
8101,0,-1271,-147,1722,197,-174
8103,0,257,-81,2235,163,-392
8105,0,58,-27,2132,174,-394
8107,0,103,-24,2191,77,-679
8109,0,232,-50,2071,54,-767
8111,0,-1271,-147,1722,197,-174
8113,0,257,-81,2235,163,-392
8115,0,58,-27,2132,174,-394
81
8119,0,232,-50,2071,54,-767
8121,0,-1271,-147,1722,197,-174
8123,0,257,-81,2235,163,-392
8125,0,58,-27,2132,174,-394
8127,0,103,-24,2191,77,-679
8129,0,232,-50,2071,54,-767
8131,0,-1271,-147,1722,197,-174
8133,0,257,-81,2235,163,-392
8135,0,58,-27,2132,174,-394
8137,0,103,-24,2191,77,-679
8139,0,232,-50,2071,54,-767
8141,0,-1271,-147,1722,197,-174
8143,0,257,-81,2235,163,-392
8145,0,58,-27,2132,174,-394
8147,0,103,-24,2191,77,-679
8149,0,232,-50,2071,54,-767
8151,0,-1271,-147,1722,197,-174
8153,0,257,-81,2235,163,-392
8155,0,58,-27,2132,174,-394
8157,0,103,-24,2191,77,-679
8159,0,232,-50,2071,54,-767
8161,0,-1271,-147,1722,197,-174
8163,0,257,-81,2235,163,-392
8165,0,58,-27,2132,174,-394
8167,0,103,-24,2191,77,-679
8169,0,232,-50,2071,54,-767
8171,0,-1271,-147,1722,197,-174
8173,0,257,-81,2235,163,-392
8175,0,58,-27,2132,174,-394
8177,0,103,-24,2191,77,-679
8179,0,232,-50,2071,54,-767
8181,0,-1271,-147,1722,197,-174
8183,0,257,-81,2235,163,-392
8185,0,58,-27,2132,174,-394
81
8189,0,232,-50,2071,54,-767
8191,0,-1271,-147,1722,197,-174
8193,0,257,-81,2235,163,-392
8195,0,58,-27,2132,174,-394
8197,0,103,-24,2191,77,-679
8199,0,232,-50,2071,54,-767
8201,0,-1271,-147,1722,197,-174
8203,0,257,-81,2235,163,-392
8205,0,58,-27,2132,174,-394
8207,0,103,-24,2191,77,-679
8209,0,232,-50,2071,54,-767
8211,0,-1271,-147,1722,197,-174
8213,0,257,-81,2235,163,-392
8215,0,58,-27,2132,174,-394
8217,0,103,-24,2191,77,-679
8219,0,232,-50,2071,54,-767
8221,0,-1271,-147,1722,197,-174
8223,0,257,-81,2235,163,-392
8225,0,58,-27,2132,174,-394
8227,0,103,-24,2191,77,-679
8229,0,232,-50,2071,54,-767
8231,0,-1271,-147,1722,197,-174
8233,0,257,-81,2235,163,-392
8235,0,58,-27,2132,174,-394
8237,0,103,-24,2191,77,-679
8239,0,232,-50,2071,54,-767
8241,0,-1271,-147,1722,197,-174
8243,0,257,-81,2235,163,-392
8245,0,58,-27,2132,174,-394
8247,0,103,-24,2191,77,-679
8249,0,232,-50,2071,54,-767
8251,0,-1271,-147,1722,197,-174
8253,0,257,-81,2235,163,-392
8255,0,58,-27,2132,174,-394
82
8259,0,232,-50,2071,54,-767
8261,0,-1271,-147,1722,197,-174
8263,0,257,-81,2235,163,-392
8265,0,58,-27,2132,174,-394
8267,0,103,-24,2191,77,-679
8269,0,232,-50,2071,54,-767
8271,0,-1271,-147,1722,197,-174
8273,0,257,-81,2235,163,-392
8275,0,58,-27,2132,174,-394
8277,0,103,-24,2191,77,-679
8279,0,232,-50,2071,54,-767
8281,0,-1271,-147,1722,197,-174
8283,0,257,-81,2235,163,-392
8285,0,58,-27,2132,174,-394
8287,0,103,-24,2191,77,-679
8289,0,232,-50,2071,54,-767
8291,0,-1271,-147,1722,197,-174
8293,0,257,-81,2235,163,-392
8295,0,58,-27,2132,174,-394
8297,0,103,-24,2191,77,-679
8299,0,232,-50,2071,54,-767
8301,0,-1271,-147,1722,197,-174
8303,0,257,-81,2235,163,-392
8305,0,58,-27,2132,174,-394
8307,0,103,-24,2191,77,-679
8309,0,232,-50,2071,54,-767
8311,0,-1271,-147,1722,197,-174
8313,0,257,-81,2235,163,-392
8315,0,58,-27,2132,174,-394
8317,0,103,-24,2191,77,-679
8319,0,232,-50,2071,54,-767
8321,0,-1271,-147,1722,197,-174
8323,0,257,-81,2235,163,-392
8325,0,58,-27,2132,174,-394
83
8329,0,232,-50,2071,54,-767
8331,0,-1271,-147,1722,197,-174
8333,0,257,-81,2235,163,-392
8335,0,58,-27,2132,174,-394
8337,0,103,-24,2191,77,-679
8339,0,232,-50,2071,54,-767
8341,0,-1271,-147,1722,197,-174
8343,0,257,-81,2235,163,-392
8345,0,58,-27,2132,174,-394
8347,0,103,-24,2191,77,-679
8349,0,232,-50,2071,54,-767
8351,0,-1271,-147,1722,197,-174
8353,0,257,-81,2235,163,-392
8355,0,58,-27,2132,174,-394
8357,0,103,-24,2191,77,-679
8359,0,232,-50,2071,54,-767
8361,0,-1271,-147,1722,197,-174
8363,0,257,-81,2235,163,-392
8365,0,58,-27,2132,174,-394
8367,0,103,-24,2191,77,-679
8369,0,232,-50,2071,54,-767
8371,0,-1271,-147,1722,197,-174
8373,0,257,-81,2235,163,-392
8375,0,58,-27,2132,174,-394
8377,0,103,-24,2191,77,-679
8379,0,232,-50,2071,54,-767
8381,0,-1271,-147,1722,197,-174
8383,0,257,-81,2235,163,-392
8385,0,58,-27,2132,174,-394
8387,0,103,-24,2191,77,-679
8389,0,232,-50,2071,54,-767
8391,0,-1271,-147,1722,197,-174
8393,0,257,-81,2235,163,-392
8395,0,58,-27,2132,174,-394
83
8399,0,232,-50,2071,54,-767
8401,0,-1271,-147,1722,197,-174
8403,0,257,-81,2235,163,-392
8405,0,58,-27,2132,174,-394
8407,0,103,-24,2191,77,-679
8409,0,232,-50,2071,54,-767
8411,0,-1271,-147,1722,197,-174
8413,0,257,-81,2235,163,-392
8415,0,58,-27,2132,174,-394
8417,0,103,-24,2191,77,-679
8419,0,232,-50,2071,54,-767
8421,0,-1271,-147,1722,197,-174
8423,0,257,-81,2235,163,-392
8425,0,58,-27,2132,174,-394
8427,0,103,-24,2191,77,-679
8429,0,232,-50,2071,54,-767
8431,0,-1271,-147,1722,197,-174
8433,0,257,-81,2235,163,-392
8435,0,58,-27,2132,174,-394
8437,0,103,-24,2191,77,-679
8439,0,232,-50,2071,54,-767
8441,0,-1271,-147,1722,197,-174
8443,0,257,-81,2235,163,-392
8445,0,58,-27,2132,174,-394
8447,0,103,-24,2191,77,-679
8449,0,232,-50,2071,54,-767
8451,0,-1271,-147,1722,197,-174
8453,0,257,-81,2235,163,-392
8455,0,58,-27,2132,174,-394
8457,0,103,-24,2191,77,-679
8459,0,232,-50,2071,54,-767
8461,0,-1271,-147,1722,197,-174
8463,0,257,-81,2235,163,-392
8465,0,58,-27,2132,174,-394
84
8469,0,232,-50,2071,54,-767
8471,0,-1271,-147,1722,197,-174
8473,0,257,-81,2235,163,-392
8475,0,58,-27,2132,174,-394
8477,0,103,-24,2191,77,-679
8479,0,232,-50,2071,54,-767
8481,0,-1271,-147,1722,197,-174
8483,0,257,-81,2235,163,-392
8485,0,58,-27,2132,174,-394
8487,0,103,-24,2191,77,-679
8489,0,232,-50,2071,54,-767
8491,0,-1271,-147,1722,197,-174
8493,0,257,-81,2235,163,-392
8495,0,58,-27,2132,174,-394
8497,0,103,-24,2191,77,-679
8499,0,232,-50,2071,54,-767
8501,0,-1271,-147,1722,197,-174
8503,0,257,-81,2235,163,-392
8505,0,58,-27,2132,174,-394
8507,0,103,-24,2191,77,-679
8509,0,232,-50,2071,54,-767
8511,0,-1271,-147,1722,197,-174
8513,0,257,-81,2235,163,-392
8515,0,58,-27,2132,174,-394
8517,0,103,-24,2191,77,-679
8519,0,232,-50,2071,54,-767
8521,0,-1271,-147,1722,197,-174
8523,0,257,-81,2235,163,-392
8525,0,58,-27,2132,174,-394
8527,0,103,-24,2191,77,-679
8529,0,232,-50,2071,54,-767
8531,0,-1271,-147,1722,197,-174
8533,0,257,-81,2235,163,-392
8535,0,58,-27,2132,174,-394
85
8539,0,232,-50,2071,54,-767
8541,0,-1271,-147,1722,197,-174
8543,0,257,-81,2235,163,-392
8545,0,58,-27,2132,174,-394
8547,0,103,-24,2191,77,-679
8549,0,232,-50,2071,54,-767
8551,0,-1271,-147,1722,197,-174
8553,0,257,-81,2235,163,-392
8555,0,58,-27,2132,174,-394
8557,0,103,-24,2191,77,-679
8559,0,232,-50,2071,54,-767
8561,0,-1271,-147,1722,197,-174
8563,0,257,-81,2235,163,-392
8565,0,58,-27,2132,174,-394
8567,0,103,-24,2191,77,-679
8569,0,232,-50,2071,54,-767
8571,0,-1271,-147,1722,197,-174
8573,0,257,-81,2235,163,-392
8575,0,58,-27,2132,174,-394
8577,0,103,-24,2191,77,-679
8579,0,232,-50,2071,54,-767
8581,0,-1271,-147,1722,197,-174
8583,0,257,-81,2235,163,-392
8585,0,58,-27,2132,174,-394
8587,0,103,-24,2191,77,-679
8589,0,232,-50,2071,54,-767
8591,0,-1271,-147,1722,197,-174
8593,0,257,-81,2235,163,-392
8595,0,58,-27,2132,174,-394
8597,0,103,-24,2191,77,-679
8599,0,232,-50,2071,54,-767
8601,0,-1271,-147,1722,197,-174
8603,0,257,-81,2235,163,-392
8605,0,58,-27,2132,174,-394
86
8609,0,232,-50,2071,54,-767
8611,0,-1271,-147,1722,197,-174
8613,0,257,-81,2235,163,-392
8615,0,58,-27,2132,174,-394
8617,0,103,-24,2191,77,-679
8619,0,232,-50,2071,54,-767
8621,0,-1271,-147,1722,197,-174
8623,0,257,-81,2235,163,-392
8625,0,58,-27,2132,174,-394
8627,0,103,-24,2191,77,-679
8629,0,232,-50,2071,54,-767
8631,0,-1271,-147,1722,197,-174
8633,0,257,-81,2235,163,-392
8635,0,58,-27,2132,174,-394
8637,0,103,-24,2191,77,-679
8639,0,232,-50,2071,54,-767
8641,0,-1271,-147,1722,197,-174
8643,0,257,-81,2235,163,-392
8645,0,58,-27,2132,174,-394
8647,0,103,-24,2191,77,-679
8649,0,232,-50,2071,54,-767
8651,0,-1271,-147,1722,197,-174
8653,0,257,-81,2235,163,-392
8655,0,58,-27,2132,174,-394
8657,0,103,-24,2191,77,-679
8659,0,232,-50,2071,54,-767
8661,0,-1271,-147,1722,197,-174
8663,0,257,-81,2235,163,-392
8665,0,58,-27,2132,174,-394
8667,0,103,-24,2191,77,-679
8669,0,232,-50,2071,54,-767
8671,0,-1271,-147,1722,197,-174
8673,0,257,-81,2235,163,-392
8675,0,58,-27,2132,174,-394
86
8679,0,232,-50,2071,54,-767
8681,0,-1271,-147,1722,197,-174
8683,0,257,-81,2235,163,-392
8685,0,58,-27,2132,174,-394
8687,0,103,-24,2191,77,-679
8689,0,232,-50,2071,54,-767
8691,0,-1271,-147,1722,197,-174
8693,0,257,-81,2235,163,-392
8695,0,58,-27,2132,174,-394
8697,0,103,-24,2191,77,-679
8699,0,232,-50,2071,54,-767
8701,0,-1271,-147,1722,197,-174
8703,0,257,-81,2235,163,-392
8705,0,58,-27,2132,174,-394
8707,0,103,-24,2191,77,-679
8709,0,232,-50,2071,54,-767
8711,0,-1271,-147,1722,197,-174
8713,0,257,-81,2235,163,-392
8715,0,58,-27,2132,174,-394
8717,0,103,-24,2191,77,-679
8719,0,232,-50,2071,54,-767
8721,0,-1271,-147,1722,197,-174
8723,0,257,-81,2235,163,-392
8725,0,58,-27,2132,174,-394
8727,0,103,-24,2191,77,-679
8729,0,232,-50,2071,54,-767
8731,0,-1271,-147,1722,197,-174
8733,0,257,-81,2235,163,-392
8735,0,58,-27,2132,174,-394
8737,0,103,-24,2191,77,-679
8739,0,232,-50,2071,54,-767
8741,0,-1271,-147,1722,197,-174
8743,0,257,-81,2235,163,-392
8745,0,58,-27,2132,174,-394
87
8749,0,232,-50,2071,54,-767
8751,0,-1271,-147,1722,197,-174
8753,0,257,-81,2235,163,-392
8755,0,58,-27,2132,174,-394
8757,0,103,-24,2191,77,-679
8759,0,232,-50,2071,54,-767
8761,0,-1271,-147,1722,197,-174
8763,0,257,-81,2235,163,-392
8765,0,58,-27,2132,174,-394
8767,0,103,-24,2191,77,-679
8769,0,232,-50,2071,54,-767
8771,0,-1271,-147,1722,197,-174
8773,0,257,-81,2235,163,-392
8775,0,58,-27,2132,174,-394
8777,0,103,-24,2191,77,-679
8779,0,232,-50,2071,54,-767
8781,0,-1271,-147,1722,197,-174
8783,0,257,-81,2235,163,-392
8785,0,58,-27,2132,174,-394
8787,0,103,-24,2191,77,-679
8789,0,232,-50,2071,54,-767
8791,0,-1271,-147,1722,197,-174
8793,0,257,-81,2235,163,-392
8795,0,58,-27,2132,174,-394
8797,0,103,-24,2191,77,-679
8799,0,232,-50,2071,54,-767
8801,0,-1271,-147,1722,197,-174
8803,0,257,-81,2235,163,-392
8805,0,58,-27,2132,174,-394
8807,0,103,-24,2191,77,-679
8809,0,232,-50,2071,54,-767
8811,0,-1271,-147,1722,197,-174
8813,0,257,-81,2235,163,-392
8815,0,58,-27,2132,174,-394
88
8819,0,232,-50,2071,54,-767
8821,0,-1271,-147,1722,197,-174
8823,0,257,-81,2235,163,-392
8825,0,58,-27,2132,174,-394
8827,0,103,-24,2191,77,-679
8829,0,232,-50,2071,54,-767
8831,0,-1271,-147,1722,197,-174
8833,0,257,-81,2235,163,-392
8835,0,58,-27,2132,174,-394
8837,0,103,-24,2191,77,-679
8839,0,232,-50,2071,54,-767
8841,0,-1271,-147,1722,197,-174
8843,0,257,-81,2235,163,-392
8845,0,58,-27,2132,174,-394
8847,0,103,-24,2191,77,-679
8849,0,232,-50,2071,54,-767
8851,0,-1271,-147,1722,197,-174
8853,0,257,-81,2235,163,-392
8855,0,58,-27,2132,174,-394
8857,0,103,-24,2191,77,-679
8859,0,232,-50,2071,54,-767
8861,0,-1271,-147,1722,197,-174
8863,0,257,-81,2235,163,-392
8865,0,58,-27,2132,174,-394
8867,0,103,-24,2191,77,-679
8869,0,232,-50,2071,54,-767
8871,0,-1271,-147,1722,197,-174
8873,0,257,-81,2235,163,-392
8875,0,58,-27,2132,174,-394
8877,0,103,-24,2191,77,-679
8879,0,232,-50,2071,54,-767
8881,0,-1271,-147,1722,197,-174
8883,0,257,-81,2235,163,-392
8885,0,58,-27,2132,174,-394
88
8889,0,232,-50,2071,54,-767
8891,0,-1271,-147,1722,197,-174
8893,0,257,-81,2235,163,-392
8895,0,58,-27,2132,174,-394
8897,0,103,-24,2191,77,-679
8899,0,232,-50,2071,54,-767
8901,0,-1271,-147,1722,197,-174
8903,0,257,-81,2235,163,-392
8905,0,58,-27,2132,174,-394
8907,0,103,-24,2191,77,-679
8909,0,232,-50,2071,54,-767
8911,0,-1271,-147,1722,197,-174
8913,0,257,-81,2235,163,-392
8915,0,58,-27,2132,174,-394
8917,0,103,-24,2191,77,-679
8919,0,232,-50,2071,54,-767
8921,0,-1271,-147,1722,197,-174
8923,0,257,-81,2235,163,-392
8925,0,58,-27,2132,174,-394
8927,0,103,-24,2191,77,-679
8929,0,232,-50,2071,54,-767
8931,0,-1271,-147,1722,197,-174
8933,0,257,-81,2235,163,-392
8935,0,58,-27,2132,174,-394
8937,0,103,-24,2191,77,-679
8939,0,232,-50,2071,54,-767
8941,0,-1271,-147,1722,197,-174
8943,0,257,-81,2235,163,-392
8945,0,58,-27,2132,174,-394
8947,0,103,-24,2191,77,-679
8949,0,232,-50,2071,54,-767
8951,0,-1271,-147,1722,197,-174
8953,0,257,-81,2235,163,-392
8955,0,58,-27,2132,174,-394
89
8959,0,232,-50,2071,54,-767
8961,0,-1271,-147,1722,197,-174
8963,0,257,-81,2235,163,-392
8965,0,58,-27,2132,174,-394
8967,0,103,-24,2191,77,-679
8969,0,232,-50,2071,54,-767
8971,0,-1271,-147,1722,197,-174
8973,0,257,-81,2235,163,-392
8975,0,58,-27,2132,174,-394
8977,0,103,-24,2191,77,-679
8979,0,232,-50,2071,54,-767
8981,0,-1271,-147,1722,197,-174
8983,0,257,-81,2235,163,-392
8985,0,58,-27,2132,174,-394
8987,0,103,-24,2191,77,-679
8989,0,232,-50,2071,54,-767
8991,0,-1271,-147,1722,197,-174
8993,0,257,-81,2235,163,-392
8995,0,58,-27,2132,174,-394
8997,0,103,-24,2191,77,-679
8999,0,232,-50,2071,54,-767
9001,0,-1271,-147,1722,197,-174
9003,0,257,-81,2235,163,-392
9005,0,58,-27,2132,174,-394
9007,0,103,-24,2191,77,-679
9009,0,232,-50,2071,54,-767
9011,0,-1271,-147,1722,197,-174
9013,0,257,-81,2235,163,-392
9015,0,58,-27,2132,174,-394
9017,0,103,-24,2191,77,-679
9019,0,232,-50,2071,54,-767
9021,0,-1271,-147,1722,197,-174
9023,0,257,-81,2235,163,-392
9025,0,58,-27,2132,174,-394
90
9029,0,232,-50,2071,54,-767
9031,0,-1271,-147,1722,197,-174
9033,0,257,-81,2235,163,-392
9035,0,58,-27,2132,174,-394
9037,0,103,-24,2191,77,-679
9039,0,232,-50,2071,54,-767
9041,0,-1271,-147,1722,197,-174
9043,0,257,-81,2235,163,-392
9045,0,58,-27,2132,174,-394
9047,0,103,-24,2191,77,-679
9049,0,232,-50,2071,54,-767
9051,0,-1271,-147,1722,197,-174
9053,0,257,-81,2235,163,-392
9055,0,58,-27,2132,174,-394
9057,0,103,-24,2191,77,-679
9059,0,232,-50,2071,54,-767
9061,0,-1271,-147,1722,197,-174
9063,0,257,-81,2235,163,-392
9065,0,58,-27,2132,174,-394
9067,0,103,-24,2191,77,-679
9069,0,232,-50,2071,54,-767
9071,0,-1271,-147,1722,197,-174
9073,0,257,-81,2235,163,-392
9075,0,58,-27,2132,174,-394
9077,0,103,-24,2191,77,-679
9079,0,232,-50,2071,54,-767
9081,0,-1271,-147,1722,197,-174
9083,0,257,-81,2235,163,-392
9085,0,58,-27,2132,174,-394
9087,0,103,-24,2191,77,-679
9089,0,232,-50,2071,54,-767
9091,0,-1271,-147,1722,197,-174
9093,0,257,-81,2235,163,-392
9095,0,58,-27,2132,174,-394
90
9099,0,232,-50,2071,54,-767
9101,0,-1271,-147,1722,197,-174
9103,0,257,-81,2235,163,-392
9105,0,58,-27,2132,174,-394
9107,0,103,-24,2191,77,-679
9109,0,232,-50,2071,54,-767
9111,0,-1271,-147,1722,197,-174
9113,0,257,-81,2235,163,-392
9115,0,58,-27,2132,174,-394
9117,0,103,-24,2191,77,-679
9119,0,232,-50,2071,54,-767
9121,0,-1271,-147,1722,197,-174
9123,0,257,-81,2235,163,-392
9125,0,58,-27,2132,174,-394
9127,0,103,-24,2191,77,-679
9129,0,232,-50,2071,54,-767
9131,0,-1271,-147,1722,197,-174
9133,0,257,-81,2235,163,-392
9135,0,58,-27,2132,174,-394
9137,0,103,-24,2191,77,-679
9139,0,232,-50,2071,54,-767
9141,0,-1271,-147,1722,197,-174
9143,0,257,-81,2235,163,-392
9145,0,58,-27,2132,174,-394
9147,0,103,-24,2191,77,-679
9149,0,232,-50,2071,54,-767
9151,0,-1271,-147,1722,197,-174
9153,0,257,-81,2235,163,-392
9155,0,58,-27,2132,174,-394
9157,0,103,-24,2191,77,-679
9159,0,232,-50,2071,54,-767
9161,0,-1271,-147,1722,197,-174
9163,0,257,-81,2235,163,-392
9165,0,58,-27,2132,174,-394
91
9169,0,232,-50,2071,54,-767
9171,0,-1271,-147,1722,197,-174
9173,0,257,-81,2235,163,-392
9175,0,58,-27,2132,174,-394
9177,0,103,-24,2191,77,-679
9179,0,232,-50,2071,54,-767
9181,0,-1271,-147,1722,197,-174
9183,0,257,-81,2235,163,-392
9185,0,58,-27,2132,174,-394
9187,0,103,-24,2191,77,-679
9189,0,232,-50,2071,54,-767
9191,0,-1271,-147,1722,197,-174
9193,0,257,-81,2235,163,-392
9195,0,58,-27,2132,174,-394
9197,0,103,-24,2191,77,-679
9199,0,232,-50,2071,54,-767
9201,0,-1271,-147,1722,197,-174
9203,0,257,-81,2235,163,-392
9205,0,58,-27,2132,174,-394
9207,0,103,-24,2191,77,-679
9209,0,232,-50,2071,54,-767
9211,0,-1271,-147,1722,197,-174
9213,0,257,-81,2235,163,-392
9215,0,58,-27,2132,174,-394
9217,0,103,-24,2191,77,-679
9219,0,232,-50,2071,54,-767
9221,0,-1271,-147,1722,197,-174
9223,0,257,-81,2235,163,-392
9225,0,58,-27,2132,174,-394
9227,0,103,-24,2191,77,-679
9229,0,232,-50,2071,54,-767
9231,0,-1271,-147,1722,197,-174
9233,0,257,-81,2235,163,-392
9235,0,58,-27,2132,174,-394
92
9239,0,232,-50,2071,54,-767
9241,0,-1271,-147,1722,197,-174
9243,0,257,-81,2235,163,-392
9245,0,58,-27,2132,174,-394
9247,0,103,-24,2191,77,-679
9249,0,232,-50,2071,54,-767
9251,0,-1271,-147,1722,197,-174
9253,0,257,-81,2235,163,-392
9255,0,58,-27,2132,174,-394
9257,0,103,-24,2191,77,-679
9259,0,232,-50,2071,54,-767
9261,0,-1271,-147,1722,197,-174
9263,0,257,-81,2235,163,-392
9265,0,58,-27,2132,174,-394
9267,0,103,-24,2191,77,-679
9269,0,232,-50,2071,54,-767
9271,0,-1271,-147,1722,197,-174
9273,0,257,-81,2235,163,-392
9275,0,58,-27,2132,174,-394
9277,0,103,-24,2191,77,-679
9279,0,232,-50,2071,54,-767
9281,0,-1271,-147,1722,197,-174
9283,0,257,-81,2235,163,-392
9285,0,58,-27,2132,174,-394
9287,0,103,-24,2191,77,-679
9289,0,232,-50,2071,54,-767
9291,0,-1271,-147,1722,197,-174
9293,0,257,-81,2235,163,-392
9295,0,58,-27,2132,174,-394
9297,0,103,-24,2191,77,-679
9299,0,232,-50,2071,54,-767
9301,0,-1271,-147,1722,197,-174
9303,0,257,-81,2235,163,-392
9305,0,58,-27,2132,174,-394
93
9309,0,232,-50,2071,54,-767
9311,0,-1271,-147,1722,197,-174
9313,0,257,-81,2235,163,-392
9315,0,58,-27,2132,174,-394
9317,0,103,-24,2191,77,-679
9319,0,232,-50,2071,54,-767
9321,0,-1271,-147,1722,197,-174
9323,0,257,-81,2235,163,-392
9325,0,58,-27,2132,174,-394
9327,0,103,-24,2191,77,-679
9329,0,232,-50,2071,54,-767
9331,0,-1271,-147,1722,197,-174
9333,0,257,-81,2235,163,-392
9335,0,58,-27,2132,174,-394
9337,0,103,-24,2191,77,-679
9339,0,232,-50,2071,54,-767
9341,0,-1271,-147,1722,197,-174
9343,0,257,-81,2235,163,-392
9345,0,58,-27,2132,174,-394
9347,0,103,-24,2191,77,-679
9349,0,232,-50,2071,54,-767
9351,0,-1271,-147,1722,197,-174
9353,0,257,-81,2235,163,-392
9355,0,58,-27,2132,174,-394
9357,0,103,-24,2191,77,-679
9359,0,232,-50,2071,54,-767
9361,0,-1271,-147,1722,197,-174
9363,0,257,-81,2235,163,-392
9365,0,58,-27,2132,174,-394
9367,0,103,-24,2191,77,-679
9369,0,232,-50,2071,54,-767
9371,0,-1271,-147,1722,197,-174
9373,0,257,-81,2235,163,-392
9375,0,58,-27,2132,174,-394
93
9379,0,232,-50,2071,54,-767
9381,0,-1271,-147,1722,197,-174
9383,0,257,-81,2235,163,-392
9385,0,58,-27,2132,174,-394
9387,0,103,-24,2191,77,-679
9389,0,232,-50,2071,54,-767
9391,0,-1271,-147,1722,197,-174
9393,0,257,-81,2235,163,-392
9395,0,58,-27,2132,174,-394
9397,0,103,-24,2191,77,-679
